--------- beginning of /dev/log/main
01-07 03:11:40.216 E/wpa_supplicant(  946): CMD: PING
01-07 03:31:28.215 E/wpa_supplicant( 1065): CMD: SCAN
01-07 03:31:28.215 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:31:28.215 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00
01-07 03:31:28.215 D/wpa_supplicant( 1065): wpa_state_to_wapi_state wpa_state : 3 change to wapi_state
01-07 03:31:28.215 D/wpa_supplicant( 1065): wpa_supplicant_set_state wapi_state : 3
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS: Building WPS IE for Probe Request
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Version (hardcoded 0x10)
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Request Type
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Config Methods (2388)
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * UUID-E
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Primary Device Type
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * RF Bands (3)
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Association State
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Configuration Error (0)
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Device Password ID (0)
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Manufacturer
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Model Name
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Model Number
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Device Name
01-07 03:31:28.215 D/wpa_supplicant( 1065): WPS:  * Version2 (0x20)
01-07 03:31:28.215 D/wpa_supplicant( 1065): P2P: * P2P IE header
01-07 03:31:28.215 D/wpa_supplicant( 1065): P2P: * Capability dev=27 group=00
01-07 03:31:28.215 D/wpa_supplicant( 1065): P2P: * Listen Channel: Regulatory Class 81 Channel 6
01-07 03:31:28.215 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:28.215 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:31:28.215 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=3 BSSID=00:00:00:00:00:00]
01-07 03:31:28.215 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:31:28.215 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> SCANNING
01-07 03:31:28.225 D/JrdLockScreen(  203): Updating Lock Screen text to Sim
01-07 03:31:28.325 D/wpa_supplicant( 1065): Scan requested (ret=0) - scan timeout 30 seconds
01-07 03:31:28.325 D/wpa_supplicant( 1065): nl80211: Event message available
01-07 03:31:28.325 D/wpa_supplicant( 1065): nl80211: Scan trigger
01-07 03:31:28.325 E/wpa_supplicant( 1065): CMD: DRIVER SCAN-PASSIVE
01-07 03:31:28.325 E/wpa_supplicant( 1065): nl80211: issue private commands SCAN-PASSIVE
01-07 03:31:28.325 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd SCAN-PASSIVE len = 0, 12
01-07 03:31:28.325 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:31:28.325 D/NetworkStateTracker(  203): setDetailed state, old =IDLE and new state=SCANNING
01-07 03:31:28.325 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:31:28.325 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> SCANNING
01-07 03:31:28.325 E/WifiService(  203): setWifiEnabledBlocking(true, false, 1000)
01-07 03:31:28.325 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/SCANNING
01-07 03:31:28.446 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:28.446 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY: wpa_state=SCANNING
01-07 03:31:28.446 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:31:28.446 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:31:28.446 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:31:28.446 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:31:28.446 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:31:28.446 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:31:28.446 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:28.446 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY: wpa_state=SCANNING
01-07 03:31:28.446 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:31:28.446 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:31:28.446 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:31:28.446 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:31:28.446 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:31:28.446 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:31:28.446 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:31:28.446 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:31:28.486 D/NfcService(  289): NFC-C discovery ON
01-07 03:31:28.826 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.856 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.866 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.906 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.936 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.956 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:28.986 D/wpa_supplicant( 1065): nl80211: Event message available
01-07 03:31:28.986 D/wpa_supplicant( 1065): nl80211: New scan results available
01-07 03:31:28.986 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:28.986 D/wpa_supplicant( 1065): Received scan results (13 BSSes)
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=101 entropy=100
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=102 entropy=101
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=103 entropy=102
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=104 entropy=103
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=105 entropy=104
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=106 entropy=105
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=107 entropy=106
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=108 entropy=107
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=109 entropy=108
01-07 03:31:28.986 D/wpa_supplicant( 1065): Add randomness: count=110 entropy=109
01-07 03:31:28.986 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00
01-07 03:31:28.986 D/wpa_supplicant( 1065): wpa_state_to_wapi_state wpa_state : 2 change to wapi_state
01-07 03:31:28.986 D/wpa_supplicant( 1065): wpa_supplicant_set_state wapi_state : 2
01-07 03:31:28.996 I/dun_service(  123): process rmnet event
01-07 03:31:28.996 I/dun_service(  123): Post event 3
01-07 03:31:28.996 I/dun_service(  115): process rmnet event
01-07 03:31:28.996 I/dun_service(  115): Post event 3
01-07 03:31:28.996 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:28.996 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:28.996 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:28.996 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:28.996 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:28.996 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:28.996 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:28.996 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:28.996 D/wpa_supplicant( 1065): RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
01-07 03:31:28.996 D/wpa_supplicant( 1065): RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
01-07 03:31:29.126 V/WifiMonitor(  203): Event [CTRL-EVENT-BSS-REMOVED 17 00:3a:98:27:85:c3]
01-07 03:31:29.126 E/wpa_supplicant( 1065): CMD: AP_SCAN 1
01-07 03:31:29.126 D/wpa_supplicant( 1065): REPLY: OK
01-07 03:31:29.126 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:31:29.126 V/WifiMonitor(  203): Event [CTRL-EVENT-STATE-CHANGE id=-1 state=2 BSSID=00:00:00:00:00:00]
01-07 03:31:29.126 V/WifiStateTracker(  203): handleMessage(): msg.what= 5
01-07 03:31:29.126 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:31:29.126 V/WifiStateTracker(  203): Changing supplicant state: SCANNING ==> INACTIVE
01-07 03:31:29.126 D/NetworkStateTracker(  203): setDetailed state, old =SCANNING and new state=IDLE
01-07 03:31:29.126 V/WifiStateTracker(  203): handleMessage(): msg.what= 3
01-07 03:31:29.126 V/WifiStateTracker(  203): Changing supplicant state: INACTIVE ==> INACTIVE
01-07 03:31:29.126 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/IDLE
01-07 03:31:29.146 I/WifiSettings(  712): There is not any configured AP
01-07 03:31:29.146 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:31:29.146 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-67	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-67	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.146 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-67	[WPA-PSK-TKIP]	
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-80	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-81	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-81	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-80	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-79	[WPA-PSK-TKIP]	
01-07 03:31:29.146 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-54	[WEP]		
01-07 03:31:29.146 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-85			
01-07 03:31:29.156 E/wpa_supplicant( 1065): CMD: LIST_NETWORKS
01-07 03:31:29.156 D/wpa_supplicant( 1065): REPLY: network id / ssid / bssid / flags
01-07 03:31:29.156 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:31:29.156 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-67	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-67	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.156 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-67	[WPA-PSK-TKIP]	
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-80	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-81	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-81	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-80	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-79	[WPA-PSK-TKIP]	
01-07 03:31:29.156 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-54	[WEP]		
01-07 03:31:29.156 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-85			
01-07 03:31:29.156 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:29.156 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:29.156 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:31:29.156 D/wpa_supplicant( 1065): REPLY: wpa_state=INACTIVE
01-07 03:31:29.156 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:31:29.156 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:31:29.166 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:31:29.166 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:31:29.176 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:31:29.176 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:31:29.176 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:31:29.176 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:31:29.176 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:31:29.176 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:31:29.176 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:29.176 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:29.176 E/wpa_supplicant( 1065): CMD: STATUS
01-07 03:31:29.176 D/wpa_supplicant( 1065): REPLY: wpa_state=INACTIVE
01-07 03:31:29.176 D/wpa_supplicant( 1065): p2p_device_address=02:09:23:20:11:aa
01-07 03:31:29.176 D/wpa_supplicant( 1065): address=00:09:23:20:11:aa
01-07 03:31:29.176 E/wpa_supplicant( 1065): CMD: DRIVER RSSI-APPROX
01-07 03:31:29.176 E/wpa_supplicant( 1065): nl80211: issue private commands RSSI-APPROX
01-07 03:31:29.176 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd  rssi 0 len = 7, 7
01-07 03:31:29.176 D/wpa_supplicant( 1065): REPLY:  rssi 0
01-07 03:31:29.176 E/wpa_supplicant( 1065): CMD: DRIVER LINKSPEED
01-07 03:31:29.176 E/wpa_supplicant( 1065): nl80211: issue private commands LINKSPEED
01-07 03:31:29.176 E/wpa_supplicant( 1065): wpa_driver_priv_driver_cmd LinkSpeed 65 len = 12, 12
01-07 03:31:29.176 D/wpa_supplicant( 1065): REPLY: LinkSpeed 65
01-07 03:31:29.256 E/wpa_supplicant( 1065): CMD: SCAN_RESULTS
01-07 03:31:29.256 D/wpa_supplicant( 1065): REPLY: bssid / frequency / signal level / flags / ssid
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:04	2437	-67	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:02	2437	-67	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.256 D/wpa_supplicant( 1065): d8:b3:77:7d:ea:d4	2412	-72	[WPA2-PSK-CCMP]	fb
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:03	2437	-67	[WPA-PSK-TKIP]	
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:01	2437	-67	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:00	2437	-67	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:64	2412	-80	[WPA2-PSK-CCMP]	PHONE-WIFI2
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:62	2412	-81	[WPA2-PSK-CCMP]	TCL-Guest
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:61	2412	-81	[WPA2-PSK-CCMP]	Phone-WIFI
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:60	2412	-80	[WPA2-PSK-CCMP]	TCL-Internal
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:3a:98:1f:5f:63	2412	-79	[WPA-PSK-TKIP]	
01-07 03:31:29.256 D/wpa_supplicant( 1065): 00:14:78:e3:f4:3c	2437	-54	[WEP]		
01-07 03:31:29.256 D/wpa_supplicant( 1065): e0:05:c5:16:f0:08	2417	-85			
01-07 03:31:29.507 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:29.517 W/InputManagerService(  203): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4099d000
01-07 03:31:29.977 E/JrdLockScreen(  203): onPause --------Lock Screen charging stop animation !!!!!!!!!
01-07 03:31:30.428 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:30.518 D/PowerManagerService(  203): reactivateScreenLocksLocked mProxIgnoredBecauseScreenTurnedOff=false
01-07 03:31:30.658 W/CNE     (  203): DhcpInfo obj is NULL. V4 address is not yet available.
01-07 03:31:30.658 D/WifiStateTracker(  203): requestConnectionInfo
01-07 03:31:30.658 D/WifiStateTracker(  203): requestConnectionStatus
01-07 03:31:30.658 E/WifiService(  203): ===>setWifiEnabled(false)
01-07 03:31:30.658 E/WifiService(  203): setWifiEnabledBlocking(false, true, 1000)
01-07 03:31:30.658 E/WifiService(  203): setWifiEnabledState:3->0
01-07 03:31:30.668 V/DATA    (  288): [DCT(0) ] intent received :android.net.wifi.WIFI_STATE_CHANGED
01-07 03:31:30.678 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-TERMINATING - signal 15 received
01-07 03:31:30.678 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-TERMINATING - signal 0 received
01-07 03:31:30.678 D/wpa_supplicant( 1065): wlan0: P2P: Clear timeout (state=IDLE)
01-07 03:31:30.678 D/wpa_supplicant( 1065): wlan0: P2P: State IDLE -> IDLE
01-07 03:31:30.678 I/wpa_supplicant( 1065): wlan0: CTRL-EVENT-STATE-CHANGE id=-1 state=0 BSSID=00:00:00:00:00:00
01-07 03:31:30.678 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:30.678 D/wpa_supplicant( 1065): wpa_driver_nl80211_set_operstate: operstate 0->0 (DORMANT)
01-07 03:31:30.678 D/wpa_supplicant( 1065): netlink: Operstate: linkmode=-1, operstate=5
01-07 03:31:30.678 D/wpa_supplicant( 1065): wpa_state_to_wapi_state wpa_state : 0 change to wapi_state
01-07 03:31:30.678 D/wpa_supplicant( 1065): wpa_supplicant_set_state wapi_state : 0
01-07 03:31:30.678 D/wpa_supplicant( 1065): EAPOL: External notification - portEnabled=0
01-07 03:31:30.678 D/wpa_supplicant( 1065): EAPOL: Supplicant port status: Unauthorized
01-07 03:31:30.678 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:30.678 D/wpa_supplicant( 1065): EAPOL: External notification - portValid=0
01-07 03:31:30.678 D/wpa_supplicant( 1065): EAPOL: Supplicant port status: Unauthorized
01-07 03:31:30.678 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:30.678 D/wpa_supplicant( 1065): CTRL_IFACE wait for attached monitors to receive messages
01-07 03:31:30.678 V/WifiMonitor(  203): Event [CTRL-EVENT-TERMINATING - signal 15 received]
01-07 03:31:30.678 V/WifiStateTracker(  203): handleMessage(): msg.what= 2
01-07 03:31:30.708 E/WifiEnabler(  712): handleWifiStateChanged(): (0)
01-07 03:31:30.718 V/WifiStateTracker(  203): Connection to supplicant lost
01-07 03:31:30.718 D/NetworkStateTracker(  203): setDetailed state, old =IDLE and new state=DISCONNECTED
01-07 03:31:30.718 D/WifiStateTracker(  203): Reset connections and stopping DHCP
01-07 03:31:30.718 D/SettingsAppWidgetProvider(  712): STATE_MAX_LIGHT0
01-07 03:31:30.718 D/ConnectivityService(  203): Dropping ConnectivityChange for WIFI: DISCONNECTED/DISCONNECTED
01-07 03:31:31.679 D/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is UP
01-07 03:31:31.679 D/wpa_supplicant( 1065): nl80211: Set TX rates failed: ret=-95 (Operation not supported on transport endpoint)
01-07 03:31:31.679 D/wpa_supplicant( 1065): netlink: Operstate: linkmode=0, operstate=6
01-07 03:31:31.679 I/dun_service(  123): process rmnet event
01-07 03:31:31.679 I/dun_service(  115): process rmnet event
01-07 03:31:31.679 I/dun_service(  123): Post event 3
01-07 03:31:31.679 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.679 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.679 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.679 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.679 I/dun_service(  115): Post event 3
01-07 03:31:31.679 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.679 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.679 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.679 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.689 I/dun_service(  123): process rmnet event
01-07 03:31:31.689 I/dun_service(  115): process rmnet event
01-07 03:31:31.689 I/dun_service(  123): Post event 3
01-07 03:31:31.689 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.689 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.689 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.689 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.689 I/dun_service(  115): Post event 3
01-07 03:31:31.689 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.689 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.689 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.689 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.689 E/wpa_supplicant( 1065): nl80211: wpa_driver_nl80211_check_iface iface is down, change it to up
01-07 03:31:31.699 I/dun_service(  123): process rmnet event
01-07 03:31:31.699 I/dun_service(  115): process rmnet event
01-07 03:31:31.699 I/dun_service(  123): Post event 3
01-07 03:31:31.699 I/dun_service(  115): Post event 3
01-07 03:31:31.699 I/dun_service(  123): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.699 I/dun_service(  123): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.699 I/dun_service(  123): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.699 I/dun_service(  123): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.699 I/dun_service(  115): received event: DUN_EVENT_RMNET_DOWN 
01-07 03:31:31.699 I/dun_service(  115): received event(DUN_EVENT_RMNET_DOWN) in state(DUN_STATE_IDLE)
01-07 03:31:31.699 I/dun_service(  115): Ignoring the event DUN_EVENT_RMNET_DOWN in IDLE_STATE
01-07 03:31:31.699 I/dun_service(  115): Moved to state(DUN_STATE_IDLE)
01-07 03:31:31.719 D/WifiStateTracker(  203): Disabling interface
01-07 03:31:31.719 I/dun_service(  123): process rmnet event
01-07 03:31:31.719 I/dun_service(  115): process rmnet event
01-07 03:31:31.739 E/WifiHW  (  203): ioctl failed: Bad address
01-07 03:31:31.739 I/dun_service(  123): Post event 3
01-07 03:31:31.739 I/dun_service(  123): process rmnet event
01-07 03:31:31.739 I/dun_service(  123): Post event 3
01-07 03:31:31.739 I/dun_service(  115): Post event 3
01-07 03:31:31.739 I/dun_service(  115): process rmnet event
01-07 03:31:31.739 I/dun_service(  115): Post event 3
